Time, R, G, dG, f(dG), G/R, dG/R, f(dG/R), 
ms, AFU, AFU, AFU, AFU, %, %, AFU, 
LineScan-08092022-1225-528, , , , filtered, , , filtered, 
2753.744, 5143.75, 3174.75, 1070.448, 1495.917, 61.721, 20.636, 28.34, 
2762.296, 5097.5, 3635.25, 1530.948, 1513.67, 71.314, 30.23, 28.523, 
2770.848, 5308, 3016.75, 912.448, 1654.519, 56.834, 15.749, 31.665, 
2779.4, 5103.75, 3728, 1623.698, 1654.46, 73.044, 31.96, 31.726, 
2787.952, 5266.25, 3778.5, 1674.198, 1641.433, 71.749, 30.665, 32.126, 
2796.504, 5510.25, 3998.75, 1894.448, 1584.535, 72.569, 31.485, 32.479, 
2805.056, 5003, 3605.25, 1500.948, 1603.749, 72.062, 30.977, 33.062, 
2813.608, 4823, 3549.75, 1445.448, 1631.123, 73.6, 32.516, 33.498, 
2822.16, 5268.5, 3949.75, 1845.448, 1578.749, 74.969, 33.884, 33.831, 
2830.712, 5143, 3725.25, 1620.948, 1569.948, 72.433, 31.349, 34.795, 
2839.264, 5587.75, 3700.25, 1595.948, 1566.339, 66.221, 25.136, 36.984, 
2847.816, 4493, 3382.5, 1278.198, 1622.475, 75.284, 34.199, 37.326, 
2856.368, 4799.25, 4077.75, 1973.448, 1542.198, 84.966, 43.882, 35.74, 
2864.92, 4547.75, 3733.75, 1629.448, 1529.84, 82.101, 41.016, 34.746, 
2873.472, 4958, 3432.5, 1328.198, 1574.42, 69.232, 28.147, 36.233, 
2882.024, 4532, 3553.25, 1448.948, 1590.05, 78.404, 37.319, 35.824, 
2890.576, 4984.25, 3564, 1459.698, 1596.271, 71.505, 30.42, 36.546, 
2899.128, 4925, 4059.25, 1954.948, 1502.807, 82.421, 41.337, 34.893, 
2907.68, 4852.5, 4162.75, 2058.448, 1394.856, 85.786, 44.701, 32.408, 
2916.232, 4573.25, 3271.5, 1167.198, 1468.157, 71.536, 30.451, 32.529, 
2924.784, 4364.25, 3072.25, 967.948, 1581.466, 70.396, 29.311, 32.644, 
2933.336, 4678.25, 3828.5, 1724.198, 1545.266, 81.836, 40.751, 30.366, 
2941.888, 4618, 3707.25, 1602.948, 1529.72, 80.278, 39.193, 28.382, 
2950.44, 5171.25, 3552.5, 1448.198, 1538.638, 68.697, 27.612, 28.718, 
2958.992, 5236.75, 3531, 1426.698, 1542.15, 67.427, 26.343, 29.359, 
2967.544, 5451.75, 3890.25, 1785.948, 1465.685, 71.358, 30.273, 29.285, 
2976.096, 5255.75, 3659.5, 1555.198, 1425.525, 69.629, 28.544, 29.588, 
2984.648, 5455.75, 3742.25, 1637.948, 1363.32, 68.593, 27.508, 30.097, 
2993.2, 5420.5, 3629.25, 1524.948, 1321.119, 66.954, 25.869, 30.874, 
3001.752, 4539.5, 3444.5, 1340.198, 1316.179, 75.878, 34.794, 29.887, 
3010.304, 4907, 3439, 1334.698, 1316.432, 70.084, 28.999, 30.047, 
3018.856, 4725.5, 3661.5, 1557.198, 1281.557, 77.484, 36.399, 28.86, 
3027.408, 4866.75, 3336.5, 1232.198, 1319.059, 68.557, 27.472, 29.526, 
3035.96, 4812.25, 3111.25, 1006.948, 1403.886, 64.653, 23.568, 30.968, 
3044.512, 4435.5, 3181.75, 1077.448, 1469.429, 71.734, 30.649, 30.941, 
3053.064, 5066.75, 3418.75, 1314.448, 1475.862, 67.474, 26.389, 31.55, 
3061.616, 4957, 3587.5, 1483.198, 1433.386, 72.372, 31.288, 30.942, 
3070.168, 5077, 4032.75, 1928.448, 1292.414, 79.432, 38.347, 28.747, 
3078.72, 4922.25, 3833.25, 1728.948, 1186.193, 77.876, 36.791, 26.754, 
3087.272, 4762.25, 3477.25, 1372.948, 1150.079, 73.017, 31.932, 25.679, 
3095.824, 5061, 3026.75, 922.448, 1201.544, 59.805, 18.721, 27.079, 
3104.376, 4855.75, 3173, 1068.698, 1221.988, 65.345, 24.26, 27.202, 
3112.928, 4791.25, 3643.75, 1539.448, 1151.083, 76.05, 34.965, 25.092, 
3121.48, 4738.25, 3040.75, 936.448, 1199.869, 64.175, 23.09, 25.218, 
3130.032, 4522.5, 3499.75, 1395.448, 1164.299, 77.385, 36.3, 22.847, 
3138.584, 5208, 3474.75, 1370.448, 1143.01, 66.719, 25.635, 22.772, 
3147.136, 4995.75, 2755.75, 651.448, 1268.201, 55.162, 14.077, 25.128, 
3155.688, 5117, 3314.5, 1210.198, 1285.947, 64.774, 23.689, 25.709, 
3164.24, 5193, 3534, 1429.698, 1259.65, 68.053, 26.968, 25.683, 
3172.792, 5163.75, 2987.25, 882.948, 1331.457, 57.85, 16.766, 27.511, 
3181.344, 5215, 3263, 1158.698, 1332.826, 62.57, 21.485, 28.086, 
3189.896, 4717.75, 3650.5, 1546.198, 1239.587, 77.378, 36.293, 25.403, 
3198.448, 5155.75, 3851.75, 1747.448, 1092.382, 74.708, 33.623, 22.942, 
3207, 5142.75, 3423, 1318.698, 1018.714, 66.56, 25.475, 21.817, 
3215.552, 5120.25, 3385.5, 1281.198, 945.988, 66.12, 25.035, 20.564, 
3224.104, 4723.25, 3286.25, 1181.948, 889.189, 69.576, 28.491, 18.515, 
3232.656, 4641, 2929, 824.698, 898.209, 63.111, 22.027, 17.697, 
3241.208, 5095.75, 2855.5, 751.198, 915.009, 56.037, 14.952, 18.244, 
3249.76, 5354.75, 3162, 1057.698, 865.614, 59.05, 17.966, 18.205, 
3258.312, 4939.25, 3246, 1141.698, 797.117, 65.718, 24.634, 16.959, 
3266.864, 5253.75, 2909.25, 804.948, 794.043, 55.375, 14.29, 17.857, 
3275.416, 5068.5, 3119, 1014.698, 752.394, 61.537, 20.452, 17.687, 
3283.968, 5222, 2554, 449.698, 821.782, 48.908, 7.824, 20.007, 
3292.52, 5151.25, 3102.75, 998.448, 785.164, 60.233, 19.148, 20.051, 
3301.072, 4537, 2639.75, 535.448, 839.037, 58.183, 17.098, 20.373, 
3309.624, 4544.5, 3048.5, 944.198, 814.701, 67.081, 25.996, 18.88, 
3318.176, 4650.5, 2985.25, 880.948, 807.346, 64.192, 23.107, 17.958, 
3326.728, 5187, 3025, 920.698, 800.156, 58.319, 17.234, 18.227, 
3335.28, 4700.5, 2921.25, 816.948, 822.342, 62.148, 21.063, 17.824, 
3343.832, 4904.75, 2352.5, 248.198, 958.731, 47.964, 6.879, 20.183, 
3352.384, 4506.25, 3077.75, 973.448, 952.598, 68.3, 27.215, 18.588, 
3360.936, 4922.25, 3099.5, 995.198, 939.849, 62.969, 21.884, 18.107, 
3369.488, 5538.75, 3000.5, 896.198, 942.665, 54.173, 13.088, 19.381, 
3378.04, 5400.5, 2911.75, 807.448, 956.677, 53.916, 12.832, 20.636, 
3386.592, 4963.75, 3424, 1319.698, 866.471, 68.98, 27.895, 18.889, 
3395.144, 5074.5, 2988, 883.698, 858.184, 58.883, 17.798, 19.045, 
3403.696, 4913.25, 2982.75, 878.448, 847.15, 60.708, 19.623, 18.749, 
3412.248, 5070.25, 2985.75, 881.448, 830.949, 58.888, 17.803, 18.675, 
3420.8, 4575.5, 2788.75, 684.448, 846.997, 60.95, 19.865, 18.053, 
3429.352, 5155.25, 3211, 1106.698, 776.691, 62.286, 21.201, 17.067, 
3437.904, 4933.75, 3002, 897.698, 746.824, 60.846, 19.761, 16.324, 
3446.456, 4958.5, 3089.75, 985.448, 703.423, 62.312, 21.227, 15.346, 
3455.008, 4960, 2636.5, 532.198, 751.645, 53.155, 12.07, 16.221, 
3463.56, 4640.25, 2860.75, 756.448, 757.356, 61.651, 20.566, 15.53, 
3472.112, 5105.25, 2557.75, 453.448, 818.978, 50.1, 9.016, 17.128, 
3480.664, 5388.25, 2858, 753.698, 815.805, 53.041, 11.957, 18.091, 
3489.216, 5066.5, 3116.75, 1012.448, 757.398, 61.517, 20.432, 17.322, 
3497.768, 4977.25, 3293, 1188.698, 665.27, 66.161, 25.076, 15.642, 
3506.32, 4906.75, 2660.75, 556.448, 698.364, 54.226, 13.142, 16.287, 
3514.872, 4693.25, 2442.25, 337.948, 771.69, 52.038, 10.953, 17.274, 
3523.424, 5004.5, 3088, 983.698, 715.984, 61.704, 20.62, 16.269, 
3531.976, 4998.75, 2963, 858.698, 683.52, 59.275, 18.19, 15.664, 
3540.528, 4662, 2695.5, 591.198, 702.069, 57.819, 16.734, 15.302, 
3549.08, 4789.75, 2747.5, 643.198, 708.424, 57.362, 16.277, 15.028, 
3557.632, 4956.25, 2860.25, 755.948, 691.156, 57.71, 16.625, 14.726, 
3566.184, 5270.75, 3194, 1089.698, 611.024, 60.599, 19.514, 13.956, 
3574.736, 4925, 2457.25, 352.948, 675.868, 49.893, 8.809, 15.325, 
3583.288, 4954, 2602, 497.698, 709.738, 52.523, 11.438, 16.13, 
3591.84, 5226.75, 2686.75, 582.448, 721.273, 51.404, 10.319, 16.994, 
3600.392, 4974.25, 3183.5, 1079.198, 632.611, 64, 22.915, 15.252, 
3608.944, 4336, 2834.25, 729.948, 611.754, 65.366, 24.281, 13.204, 
3617.496, 5162.75, 2859, 754.698, 587.647, 55.377, 14.293, 13.108, 
3626.048, 4955, 2195, 90.698, 690.886, 44.299, 3.214, 15.078, 
3634.6, 4987.5, 3068.25, 963.948, 622.311, 61.519, 20.434, 13.584, 
3643.152, 5150.5, 2800.5, 696.198, 607.945, 54.373, 13.289, 13.429, 
3651.704, 4768.5, 2876.5, 772.198, 584.544, 60.323, 19.238, 12.17, 
3660.256, 4530, 2602.75, 498.448, 621.255, 57.456, 16.371, 11.65, 
3668.808, 5250.25, 2412.5, 308.198, 698.397, 45.95, 4.865, 13.554, 
3677.36, 5067, 2867.5, 763.198, 687.877, 56.592, 15.507, 13.55, 
3685.912, 5470.75, 2820.5, 716.198, 686.194, 51.556, 10.471, 14.644, 
3694.464, 5594.75, 2455.25, 350.948, 750.631, 43.885, 2.8, 17.189, 
3703.016, 4927, 2951, 846.698, 711.084, 59.894, 18.81, 16.49, 
3711.568, 4781.25, 2782.75, 678.448, 697.347, 58.201, 17.117, 16.013, 
3720.12, 4982.75, 3327.75, 1223.448, 576.312, 66.785, 25.701, 13.874, 
3728.672, 4981, 2584.25, 479.948, 602.614, 51.882, 10.797, 14.707, 
3737.224, 5103.5, 2957, 852.698, 560.99, 57.941, 16.856, 14.444, 
3745.776, 4615.25, 2351.25, 246.948, 639.805, 50.945, 9.86, 15.598, 
3754.328, 4478.5, 2551.75, 447.448, 677.033, 56.978, 15.893, 15.596, 
3762.88, 5204.5, 2884.75, 780.448, 645.003, 55.428, 14.343, 15.877, 
3771.432, 4847.5, 2700.5, 596.198, 643.546, 55.709, 14.624, 16.035, 
3779.984, 5213.5, 2932.5, 828.198, 592.248, 56.248, 15.163, 15.964, 
3788.536, 4468.25, 2802.5, 698.198, 563.022, 62.72, 21.636, 14.507, 
3797.088, 4898.75, 2534, 429.698, 581.894, 51.727, 10.643, 15.018, 
3805.64, 5086.75, 2826.5, 722.198, 539.692, 55.566, 14.481, 14.544, 
3814.192, 4395, 2976.25, 871.948, 467.253, 67.719, 26.634, 11.54, 
3822.744, 4798, 2366.5, 262.198, 511.658, 49.323, 8.238, 11.988, 
3831.296, 4481, 2605, 500.698, 505.486, 58.134, 17.05, 10.62, 
3839.848, 4926.5, 2475.25, 370.948, 519.386, 50.244, 9.159, 10.734, 
3848.4, 5097.75, 2647.25, 542.948, 496.177, 51.93, 10.845, 10.522, 
3856.952, 5167, 3382.25, 1277.948, 336.015, 65.459, 24.374, 7.87, 
3865.504, 5147.75, 2357.5, 253.198, 387.314, 45.797, 4.712, 9.342, 
3874.056, 5036, 1988.25, -116.052, 517.745, 39.481, -1.604, 12.236, 
3882.608, 4764.75, 2371.5, 267.198, 574.849, 49.772, 8.687, 13.205, 
3891.16, 5156.25, 2733.5, 629.198, 561.603, 53.013, 11.929, 13.567, 
3899.712, 5063.25, 2662.5, 558.198, 563.48, 52.585, 11.5, 13.996, 
3908.264, 4801, 2704.5, 600.198, 560.173, 56.332, 15.247, 13.663, 
3916.816, 5111.75, 2619, 514.698, 577.71, 51.235, 10.15, 14.261, 
3925.368, 4569, 2873, 768.698, 552.043, 62.88, 21.795, 12.568, 
3933.92, 4768.25, 2337.75, 233.448, 634.806, 49.027, 7.943, 13.55, 
3942.472, 4647.5, 2629.5, 525.198, 660.751, 56.579, 15.494, 13.022, 
3951.024, 4869, 2668.5, 564.198, 675.686, 54.806, 13.721, 12.808, 
3959.576, 5275.75, 2908.25, 803.948, 639.166, 55.125, 14.04, 12.505, 
3968.128, 5153.5, 2690.5, 586.198, 638.963, 52.207, 11.122, 12.729, 
3976.68, 4976.75, 2620.5, 516.198, 644.324, 52.655, 11.57, 12.806, 
3985.232, 5423, 3211.75, 1107.448, 530.332, 59.225, 18.14, 11.599, 
3993.784, 5166.5, 2566.5, 462.198, 541.564, 49.676, 8.591, 12.282, 
4002.336, 5200, 2818.75, 714.448, 506.487, 54.207, 13.122, 12.146, 
4010.888, 4668.5, 2731, 626.698, 495.002, 58.498, 17.414, 11.326, 
4019.44, 5157.75, 2539.75, 435.448, 528.245, 49.241, 8.157, 12.486, 
4027.992, 4848.5, 2256, 151.698, 620.516, 46.53, 5.445, 14.273, 
4036.544, 4831, 2746, 641.698, 618.602, 56.841, 15.756, 14.104, 
4045.096, 5226.25, 2567.5, 463.198, 650.969, 49.127, 8.042, 15.417, 
4053.648, 4879.75, 2914, 809.698, 615.218, 59.716, 18.631, 14.61, 
4062.2, 5071.25, 2791.75, 687.448, 602.713, 55.051, 13.966, 14.625, 
4070.752, 4542.5, 2419.5, 315.198, 657.964, 53.264, 12.179, 14.84, 
4079.304, 4799, 2942.25, 837.948, 604.238, 61.31, 20.225, 13.341, 
4087.856, 4877.75, 2600.5, 496.198, 608.462, 53.314, 12.229, 13.264, 
4096.408, 5087.75, 2791.25, 686.948, 567.068, 54.862, 13.777, 12.767, 
4104.96, 4833.25, 3057.5, 953.198, 470.549, 63.26, 22.175, 10.633, 
4113.512, 5291, 2731.5, 627.198, 439.933, 51.625, 10.541, 10.854, 
4122.064, 4946.75, 2601.5, 497.198, 440.158, 52.59, 11.505, 11, 
4130.616, 5009.5, 2481, 376.698, 469.911, 49.526, 8.441, 11.834, 
4139.168, 4900.5, 2426.25, 321.948, 514.816, 49.51, 8.425, 12.712, 
4147.72, 4853.25, 2181.75, 77.448, 607.376, 44.954, 3.87, 14.43, 
4156.272, 4699, 3008.75, 904.448, 539.529, 64.03, 22.945, 12.439, 
4164.824, 4835.5, 3025, 920.698, 474.282, 62.558, 21.473, 10.892, 
4173.376, 4721.25, 2054.75, -49.552, 600.556, 43.521, 2.437, 13.186, 
4181.928, 5137.25, 2432, 327.698, 649.019, 47.341, 6.256, 14.721, 
4190.48, 5480.25, 2990.5, 886.198, 583.755, 54.569, 13.484, 14.736, 
4199.032, 4877.75, 2933.5, 829.198, 527.88, 60.14, 19.056, 13.552, 
4207.584, 4554, 2309, 204.698, 590.786, 50.703, 9.618, 14.068, 
4216.136, 4700.75, 3050.5, 946.198, 507.997, 64.894, 23.809, 11.735, 
4224.688, 5123.75, 2507.25, 402.948, 531.292, 48.934, 7.849, 12.445, 
4233.24, 4829.5, 2865.25, 760.948, 486.762, 59.328, 18.243, 11.094, 
4241.792, 4906.5, 2343, 238.698, 544.684, 47.753, 6.668, 11.954, 
4250.344, 4567, 2629.75, 525.448, 545.644, 57.582, 16.497, 10.886, 
4258.896, 5213.5, 2704.5, 600.198, 531.405, 51.875, 10.79, 10.962, 
4267.448, 5030.5, 2555.25, 450.948, 546.182, 50.795, 9.71, 11.307, 
4276, 5093.5, 2834.75, 730.448, 509.023, 55.654, 14.569, 10.824, 
4284.552, 5471.5, 2619.75, 515.448, 518.62, 47.88, 6.795, 11.998, 
4293.104, 4785.25, 2503.5, 399.198, 555.332, 52.317, 11.232, 12.442, 
4301.656, 4751.75, 2720, 615.698, 553.525, 57.242, 16.157, 12.08, 
4310.208, 5482.5, 2503.75, 399.448, 594.71, 45.668, 4.583, 14.034, 
4318.76, 4998.5, 2376.25, 271.948, 655.808, 47.539, 6.454, 15.51, 
4327.312, 5211.25, 2890.75, 786.448, 609.543, 55.471, 14.387, 15.215, 
4335.864, 4554.75, 2771.25, 666.948, 580.525, 60.843, 19.758, 13.664, 
4344.416, 4739, 2993.25, 888.948, 506.372, 63.162, 22.077, 11.569, 
4352.968, 4950.5, 2516, 411.698, 525.949, 50.823, 9.738, 11.855, 
4361.52, 4862.75, 2830.5, 726.198, 487.95, 58.208, 17.123, 10.763, 
4370.072, 5116.5, 2652.75, 548.448, 490.727, 51.847, 10.762, 11.038, 
4378.624, 4650.75, 2491.75, 387.448, 530.009, 53.577, 12.493, 11.138, 
4387.176, 5024.25, 2265, 160.698, 613.244, 45.081, 3.997, 12.995, 
4395.728, 5130.25, 2652.75, 548.448, 616.376, 51.708, 10.623, 13.573, 
4404.28, 5345, 2857, 752.698, 574.724, 53.452, 12.367, 13.764, 
4412.832, 4905.25, 2740.25, 635.948, 551.334, 55.864, 14.779, 13.396, 
4421.384, 5388.25, 2830.5, 726.198, 506.821, 52.531, 11.446, 13.534, 
4429.936, 4325.25, 2542.25, 437.948, 514.13, 58.777, 17.692, 12.295, 
4438.488, 5094, 2649.75, 545.448, 495.061, 52.017, 10.932, 12.2, 
4447.04, 4701, 2636.25, 531.948, 473.38, 56.078, 14.994, 11.153, 
4455.592, 4746.75, 2730.75, 626.448, 430.34, 57.529, 16.444, 9.747, 
4464.144, 4835.75, 2612.75, 508.448, 410.409, 54.03, 12.945, 9.039, 
4472.696, 5051.5, 2632.5, 528.198, 389.892, 52.113, 11.028, 8.785, 
4481.248, 5437.5, 2630.75, 526.448, 375.686, 48.382, 7.297, 9.349, 
4489.8, 4504.75, 2192.25, 87.948, 450.775, 48.665, 7.58, 9.919, 
4498.352, 5198.5, 2462.25, 357.948, 473.295, 47.365, 6.28, 10.745, 
4506.904, 4929.25, 2560.5, 456.198, 474.187, 51.945, 10.86, 10.649, 
4515.456, 4689, 2495.5, 391.198, 483.136, 53.22, 12.136, 10.287, 
4524.008, 5083.75, 2475.25, 370.948, 489.873, 48.689, 7.605, 10.791, 
4532.56, 5386, 2820.5, 716.198, 425.864, 52.367, 11.282, 10.579, 
4541.112, 5073.25, 2955.5, 851.198, 338.926, 58.257, 17.172, 9.314, 
4549.664, 4655, 2338.25, 233.948, 378.241, 50.231, 9.146, 9.755, 
4558.216, 5257.25, 2462.25, 357.948, 398.179, 46.835, 5.751, 10.942, 
4566.768, 4698.5, 2153.25, 48.948, 478.334, 45.828, 4.744, 12.292, 
4575.32, 4878.25, 2375.5, 271.198, 510.218, 48.696, 7.611, 12.941, 
4583.872, 4638.5, 2868.25, 763.948, 441.959, 61.836, 20.751, 10.923, 
4592.424, 5084, 2717.75, 613.448, 402.547, 53.457, 12.372, 10.5, 
4600.976, 4520.5, 2466.25, 361.948, 413.292, 54.557, 13.472, 9.878, 
4609.528, 5236.5, 2673.75, 569.448, 386.426, 51.06, 9.975, 9.974, 
4618.08, 4677, 2167.25, 62.948, 459.226, 46.338, 5.254, 10.983, 
4626.632, 4964.25, 2859.75, 755.448, 398.515, 57.607, 16.522, 9.8, 
4635.184, 4874.5, 2266, 161.698, 453.525, 46.487, 5.402, 10.765, 
4643.736, 4859.5, 2471.25, 366.948, 465.431, 50.854, 9.769, 10.811, 
4652.288, 4943.5, 2763.5, 659.198, 417.146, 55.902, 14.817, 9.816, 
4660.84, 4716.75, 2356.25, 251.948, 443.733, 49.955, 8.87, 9.922, 
4669.392, 5197, 2768.25, 663.948, 386.278, 53.266, 12.182, 9.328, 
4677.944, 5148.25, 2343.5, 239.198, 408.232, 45.52, 4.436, 10.153, 
4686.496, 4801.5, 2727.75, 623.448, 354.453, 56.81, 15.726, 8.724, 
4695.048, 5070, 2770.75, 666.448, 296.693, 54.65, 13.565, 7.749, 
4703.6, 4571.5, 2118.25, 13.948, 370.598, 46.336, 5.251, 8.444, 
4712.152, 5052, 2507.5, 403.198, 371.879, 49.634, 8.549, 8.527, 
4720.704, 5111.5, 2313.25, 208.948, 412.493, 45.256, 4.171, 9.443, 
4729.256, 4697.25, 2486.75, 382.448, 419.571, 52.941, 11.856, 8.837, 
4737.808, 4778, 2338, 233.698, 454.856, 48.933, 7.848, 8.999, 
4746.36, 5453.75, 2749.5, 645.198, 411.548, 50.415, 9.33, 8.883, 
4754.912, 5144.75, 2802.25, 697.948, 364.893, 54.468, 13.383, 8.055, 
4763.464, 4746.75, 2238.25, 133.948, 435.718, 47.153, 6.069, 8.76, 
4772.016, 4986.25, 2376.25, 271.948, 484.525, 47.656, 6.571, 9.461, 
4780.568, 5017.75, 2309.25, 204.948, 547.415, 46.022, 4.937, 10.53, 
4789.12, 5026, 2820.5, 716.198, 511.291, 56.118, 15.033, 9.702, 
4797.672, 5384.25, 2498, 393.698, 538.087, 46.395, 5.31, 10.823, 
4806.224, 5167, 2724.75, 620.448, 519.995, 52.734, 11.649, 10.729, 
4814.776, 5311.5, 2547.25, 442.948, 533.799, 47.957, 6.872, 11.524, 
4823.328, 4935, 2711, 606.698, 510.782, 54.934, 13.849, 10.875, 
4831.88, 4851, 2481.25, 376.948, 524.109, 51.149, 10.064, 10.837, 
4840.432, 5361.25, 2598, 493.698, 503.164, 48.459, 7.374, 11.127, 
4848.984, 4932.25, 2966.25, 861.948, 400.783, 60.14, 19.055, 8.973, 
4857.536, 5082, 2634.75, 530.448, 356.253, 51.845, 10.76, 8.322, 
4866.088, 5060.75, 2605, 500.698, 312.98, 51.475, 10.39, 7.663, 
4874.64, 5075, 2617, 512.698, 265.336, 51.567, 10.482, 6.951, 
4883.192, 4791.5, 2417.75, 313.448, 255.671, 50.459, 9.374, 6.463, 
4891.744, 5047, 2107.5, 3.198, 303.447, 41.757, 0.673, 7.655, 
4900.296, 4807.75, 2624, 519.698, 248.428, 54.579, 13.494, 6.373, 
4908.848, 4950.5, 2285.25, 180.948, 259.162, 46.162, 5.077, 6.795, 
4917.4, 5287.25, 2599.25, 494.948, 212.06, 49.161, 8.076, 6.71, 
4925.952, 5212.75, 2471.25, 366.948, 197.217, 47.408, 6.323, 7.036, 
4934.504, 4608.5, 1841.5, -262.802, 309.905, 39.959, -1.126, 8.785, 
4943.056, 4769.5, 2624.5, 520.198, 274.04, 55.027, 13.942, 7.546, 
4951.608, 4495, 1957.25, -147.052, 369.477, 43.543, 2.458, 8.467, 
4960.16, 4787, 2601.25, 496.948, 339.81, 54.34, 13.255, 7.235, 
4968.712, 5017.25, 2444.5, 340.198, 342.046, 48.722, 7.637, 7.099, 
4977.264, 4819.5, 2627, 522.698, 311.726, 54.508, 13.423, 5.92, 
4985.816, 5121.25, 2134.5, 30.198, 378.108, 41.679, 0.594, 7.322, 
4994.368, 5344.75, 2394.75, 290.448, 390.957, 44.806, 3.721, 8.138, 
5002.92, 5038.75, 2640.25, 535.948, 352.521, 52.399, 11.314, 7.502, 
5011.472, 5093.75, 2357, 252.698, 364.806, 46.272, 5.188, 8.086, 
5020.024, 5356.75, 2700, 595.698, 306.74, 50.404, 9.319, 7.898, 
5028.576, 4992.25, 2211, 106.698, 340.219, 44.289, 3.204, 8.919, 
5037.128, 5152.75, 2649.25, 544.948, 286.639, 51.414, 10.329, 8.593, 
5045.68, 4798, 2562, 457.698, 252.965, 53.397, 12.312, 8.007, 
5054.232, 4838.5, 2377.5, 273.198, 261.19, 49.137, 8.052, 8.429, 
5062.784, 5028, 2448.25, 343.948, 263.083, 48.692, 7.608, 9.1, 
5071.336, 4852.25, 2085.25, -19.052, 340.342, 42.975, 1.89, 10.931, 
5079.888, 4917, 2048.25, -56.052, 422.822, 41.656, 0.572, 12.874, 
5088.44, 4537.75, 2811, 706.698, 353.056, 61.947, 20.862, 10.674, 
5096.992, 4370, 2348, 243.698, 368.671, 53.73, 12.645, 9.908, 
5105.544, 4989.75, 2638.5, 534.198, 321.934, 52.878, 11.794, 9.134, 
5114.096, 4264.5, 2225.5, 121.198, 347.464, 52.187, 11.102, 8.316, 
